state,title,body,created_at,updated_at
closed,"Write FunC, Fift and TL-b lexers for pygments","### Summary

Implement TON-specific lexer for [`pygments`](https://pygments.org/docs/lexerdevelopment/), popular python library used for hightlighting syntaxes. This will enable syntax highlighting at [learnxinyminutes](https://learnxinyminutes.com/docs/func/).

### Context

_No response_

### Goals

* FunC, Fift and TL-b are supported in pygments
* FunC, Fift and TL-b are highlighted at learnxinyminutes & other python-based projects

### Deliverables

* Write pygments lexer for FunC
* Write lexer for Fift
* Write Lexer for TL-b
* Contribute to [pygments](https://github.com/pygments/pygments)

### Definition of Done

[Learn FunC in 15 minutes](https://learnxinyminutes.com/docs/func/) page has a right syntax highlighting with local Pygments & learnxinyminutes repos

### Reward

* 600 TON
* Standard TON Footstep NFT",2022-09-14T16:05:00Z,2022-10-03T14:06:53Z
closed,PR closes #31,,2022-09-13T10:13:11Z,2022-09-13T10:18:30Z
closed,TON Installer Tool — setup environment on any system in one-line of code,"### Summary

TON Dev Chat has many questions and complaints about smart-contract binaries (func, fift, lite-client). On every system binaries need their setup and dependencies to work appropriately (Windows, Debian, Ubuntu, MacOS x86, MacOS arm64). That provides complexity and tons of questions for new developers in the ecosystem and lower conversion to future smart-contracts developers.

Tal Kol already simplified the process with [pre-built binaries](https://github.com/ton-defi-org/ton-binaries). But it is still not enough to make your ""first smart contract in one evening"". If TON wants to provide a first-class experience for developers the process should be as simple as possible.

Tal Kol's experience could be used to make the releases versioning to split versions of TON binaries used by the one-line installer in the future. But today we could start from the MVP of the one-line installer.

### Context

### Solana

To resolve this issue, other blockchains already have ""one-line installer"" solutions like [Solana Install Tool](https://docs.solana.com/cli/install-solana-cli-tools#use-solanas-install-tool):

<img width=""1440"" alt=""image"" src=""https://user-images.githubusercontent.com/5148967/189650899-0f3c94bb-d3d0-42eb-821f-dfb9cb5edb58.png"">

### Geth

Or [Geth](https://geth.ethereum.org/docs/install-and-build/installing-geth#macos-via-homebrew) for Ethereum:

<img width=""1440"" alt=""image"" src=""https://user-images.githubusercontent.com/5148967/189652180-0fe0d9fb-3f9b-46e3-b055-48439450e6fd.png"">

### TON Installer Tool

<img width=""1440"" alt=""image"" src=""https://user-images.githubusercontent.com/5148967/189657326-260638f6-49a4-4edd-a202-0d11adf6d7d6.png"">


**TON Installer Tool** solution must provide a simple experience for anyone curious about TON and smart-contract development. It must help to avoid a problem where you have many binaries for many versions of OS, which you should update every 3 months!

### Goals

* Provide a **one-step environment setup experience** of TON binaries for every potential smart-contract developer.
* Gather feedback from developers from the community using different types of systems (macOS, Linux, Windows)
* Be sure that all works fine by feedback from the community

### Deliverables

* [ ] Create an MVP of a one-line installer for TON binaries from `master` branch of `ton-blockchain`
* [ ] Make an open-source repository that TON Community could improve in the future
* [ ] Create installer for macOS x86/arm64
* [ ] Create installer for Windows x86
* [ ] Create installer for Linux Debian/Ubuntu (16-22.04)
* [ ] Test every installer on new developers from the community and fix bugs from feedback

### Definition of Done

* [ ] open-source one-line installer tool working on macOS x86/arm64 operating systems.
* [ ] open-source one-line installer tool working on Linux Debian/Ubuntu operating systems.
* [ ] open-source one-line installer tool working on Windows operating systems.
* [ ] applied one-line install used in onboarding every smart-contract developer (tonspace.co, ton.org/docs)

### Reward

* Standard TON Footstep NFT
* Amount of TON — TBD",2022-09-12T12:52:48Z,2023-02-09T11:49:04Z
closed,NFT raffle contract,"### Summary

Develop smart contract for shuffling NFT's


### Context

We want to add some game mechanics to NFT's on TON.
One of the things that come up to mind is NFT ruffle mechanics.

Basic mechanics are pretty simple:

- Bob chooses NFT(s) he would play with
- Alice finds Bob's game on marketplace
- Alice offers her NFT(s) to Bob
- One Bob & Alice agree on NFT's game starts
- Smart contract shuffle's NFT's between Alice & Bob

FYI: this grand is funded by [Getgems](https://getgems.io/) & [TON Frogs NFT](https://t.me/tonfrogs)


### Goals

- develop smart contract which allows users shuffle NFT's

### Deliverables

- contract itsels
- tests
- docs

Detailed technical requirements could be found here: https://telegra.ph/NFT-raffle-contract-Product-Description--Technical-requirements-09-07



### Definition of Done

- NFT marketplaces on TON are able to implement NFT shuffle mechanics on top of this contract

### Reward

2000 TON",2022-09-09T14:10:50Z,2022-09-29T18:01:39Z
closed,PR for #23 & #32,,2022-09-09T10:31:06Z,2022-09-11T06:04:55Z
closed,Library for handling blockchain data,"### Summary

Library that would be essential for TON projects that need production ready solution to index TON blockchain.

### Context

When it comes to working with data from the blockchain and you need a some way to store, parse, subscribe to a blocks, a transactions, a messages then your choices are pretty limited.  

Here's the ways (at least the ones that I found):
1. Start your own Liteserver
2. Connect to one of the existing Liteservers
3. Use one of the free services like [TON HTTP API](https://github.com/toncenter/ton-http-api)  

The first option is not really an option for most of the developers. Cause you need to run a full node which you need to maintain and infrastructure costs are not cheap.  
The second option's major drawback is that you need to trust the Liteserver you're connecting to. And service provider need to scale their infrastructure to support all the users.   
And same goes for the third option. You need to trust the service you're using and service provider need to scale their infrastructure to support all the users.

That kind of problem faced by a team from [Pagoda Indexer](https://near-indexers.io/) from [NEAR ecosystem](https://near.org/ecosystem).  

And they came up with a solution which involves [AWS S3](https://aws.amazon.com/s3/) and consists of a pair of libraries: [NEAR Lake Indexer](https://near-indexers.io/docs/projects/near-lake-indexer) and [NEAR Lake Framework](https://near-indexers.io/docs/projects/near-lake-framework).  

[NEAR Lake Indexer](https://near-indexers.io/docs/projects/near-lake-indexer) is a library that allows you to connect to the blockchain and store the data in [AWS S3](https://aws.amazon.com/s3/).  
[NEAR Lake Framework](https://near-indexers.io/docs/projects/near-lake-framework) is a library companion to [NEAR Lake Indexer](https://near-indexers.io/docs/projects/near-lake-indexer) that allows you to connect to the [AWS S3](https://aws.amazon.com/s3/) and parse the data.

What got me interested in this solution is that availability is handled by [AWS S3](https://aws.amazon.com/s3/) and with [Requester Pays option](https://docs.aws.amazon.com/AmazonS3/latest/userguide/RequesterPaysExamples.html) cost would be fixated for the provider and end users by would pay by themselves for the data they're using.

### Goals

* Provide a fundamental library for future (or existing) TON projects that would need to store and parse blockchain data

### Deliverables

* Create a library that would allow to connect to the blockchain (Liteserver) and store the data in [AWS S3](https://aws.amazon.com/s3/).
* Create a library that would allow to connect to the [AWS S3](https://aws.amazon.com/s3/) and fetch the data

### Definition of Done

[] TON Lake Indexer, which meets the goal requirement and open source  
[] TON Lake Framework (Rust version), which meets the goal requirement, open source and crate available on [crates.io: Rust Packages Registry](https://crates.io/)  
[] TON Lake Framework (JS/TS version), which meets the goal requirement, open source and package available on [npm](https://www.npmjs.com/)

### Reward

* Standard TON Footstep NFT
* 7000 TON",2022-09-06T09:29:29Z,2023-04-05T13:22:04Z
closed,Examples: How to recieve payments in a Telegram bot,PR for https://github.com/ton-society/ton-footsteps/issues/8,2022-08-30T11:44:09Z,2022-08-30T16:59:55Z
closed,VS Code Extension for FunC,PR for #18,2022-08-29T17:25:50Z,2022-08-30T16:55:09Z
closed,NFT Swap Contract ,"### Summary

Develop smart-contract for swapping NFT's


### Context

Sometimes users don’t want to sell their NFT but are ready to exchange it for other NFT(s).
This is exactly what we want to achieve here.

FYI: this grand is funded by [Getgems](https://getgems.io) & Tegro NFT

### Goals

- develop smart contract which allows users to swap their NFT's

### Deliverables

- contract itsels
- tests
- docs

Technical requirements could be found here: https://telegra.ph/NFT-swap-Contract-Product-Description--Technical-requirements-08-24

### Definition of Done

- NFT marketplaces on TON are able to implement NFT swap mechanics on top of this contract

### Reward

2000 TON",2022-08-29T14:48:18Z,2022-09-11T06:06:52Z
closed,Improve onboarding experience for new smart contract developers,"### Summary

### Survivorship bias problem

Right now, we have a big problem with newcomers that wants to start developing on TON. 

I surveyed the community of ~5000 devs in four chats in June. And I got around 40 responses. But every one of those responses is from someone who has passed a series of hurdles and becomes a developer in the ecosystem. Even from these heroes, the most common problem I've heard of was ""documentation.""

Feel free to read the answers here:
* https://workflowy.com/s/ton-builders-read-on/FFpB7q4NvpqndwO5

And how many of these unfortunate souls didn't pass and settle in as dead listeners in dev chats? We don't know.

All who came from the development fields said where they have pain and what they need to fix. And how many of those people didn't come and were swept away by the complexity of the current TON ecosystem?

![Pasted image 20220726111924](https://user-images.githubusercontent.com/5148967/186676073-7d0f70e1-fe46-4771-be8d-adb852bc3d99.png)

If we imagine that every newbie is Mario, then the lack of a clever way to learn blockchain is a hole that 99% of little Mario falls into.

When I want to START, on ton.org or in the current documentation, even ""DOWNLOAD"" a TON binaries is already a quest! It's a hole. **Many tired after-work developers are buried here, and no one remembers their names**.


### Context

The first thing I want to bring to the ecosystem is a GETTING STARTED project for anyone who wants to play with TON over the weekend.

![Pasted image 20220726112339](https://user-images.githubusercontent.com/5148967/186678065-916fa22b-3a5d-40e6-b517-b5e6d53072ed.png)

I want to start tiny and put a ""Download"" button for the most tired, where Kahneman's ""System 1"" will carry a person on waves of automatisms to the ""Wow, I get it! How cool is that? Where's that complicated blockchain?""

This is the pain that worries me personally. The lack of a competent, unfocused path that even a tired after-work developer will follow. The ideal result looks like that:

![Pasted image 20220726112028](https://user-images.githubusercontent.com/5148967/186678013-dd306660-bc6b-42ea-bad1-5fa9a15ceef0.png)

I want to be sure that the person won't get blown away, distracted, have 3 links to 5 repositories, 8 versions of binary that are all out of date, and that the guy won't fall into some whitepaper along the way, where he will _die_. This is what I want to do.


### Goals

* Build a straight way for anyone who wants to start developing in TON
* Build a _user-friendly_ and _scalable_ interface for new developers instead of old-school documentation for hardcore engineers
* Build a Knowledge Hub that developers will love so that they will improve it over time because of its value

### Deliverables

### Plan Minimum

- Created Getting Started in accessible language and step-by-step action, where TON binaries are downloaded, the first project is created, a wallet is tied up, and NFT is obtained from the blockchain.
- Obtained a development environment for TON-func-fift on output, where documentation is the point of departure to any problem.

### Plan Maximum

- Getting Started.
- Environment set up.
- Collected links to critical resources and tutorials on:
	- Web Usage Examples
	- Smart-Contracts Development
	- Debug & Testing

### Definition of Done

- [x] create an open-source repository
- [x] choose documentation engine
- [x] improve styles of documentation pages to become user-friendly even for my mom
- [x] create hypothesis journeys for different types of developers (zero, regular, advanced, etc.)
- [x] create visually new documentation experience with all the stuff from old documentation but user-friendly
- [x] host on test domain as MVP to make closed beta
- [x] improve with feedback after 10+ live interviews with devs from the community
- [x] clarify a structure and journeys with interviews experience and experts from the community
- [x] build the final version with an understanding of the actual needs of different kinds of developers the 

### Reward

* Standard TON Footstep NFT
* 6000 TON
* New Generation of Happy Developers :)",2022-08-25T13:55:21Z,2022-09-13T10:18:25Z
open,Time limited TON adress for rent,"### Summary

Time limited TON adress for rent NFT

### Context

In real next future, museums, government or companies, will convert his fungible private art collections in NFT.

### Goals

The real owners of NFT will lease or rent his NFT to any digital museums for expositions, but if you transfer NFT, now a day, you leave to be owner, if under contract you rent a contract, if there is problems, you cant recover your NFT.
If there are time limited adress, maybe we would be the first secure NFT transfer company…and exploring tranfers you can check the genuine NFT in museums or expositions. Maybe this idea can be good for biggest art owners who dont trust in NFT.

### Deliverables

Idea

### Definition of Done

Idea

### Reward

as you consider.",2022-08-16T22:34:47Z,2022-08-23T08:21:01Z
closed,Reward for first auctioners in dns.ton.org,"### Summary


I am trying to get nice ton domains, to be in a next future in good position for TON explorer…but if i get a good name, other people with with much more money can get it for auction.
I think the open network need innovative people that believe in platform but these people can lose hope and be angry, because other companies/person with ONLY money, get all they want…and get the idea of good ideas( dns) people.
My idea consist in give 1-5% in TON coin to the final price in auction to first person who got the “idea”.
Doing this i think that much many people would invest 10 TON in many “good names” …looking for some money.
The open network would get a lot of new dns names, and a lot of rich companies/persons to get it.
With more and more names, TON will be much bigger, and growing will be faster.
I trust in project and want to collaborate. Thanks.

### Context

Many people we are trying to get good ton domains, thinking a lot ant trying to be innovative…but many people only need to have money to adquire in auction all domains they want

### Goals

Only idea

### Deliverables

Idea

### Definition of Done

Idea

### Reward

4000",2022-08-16T21:55:26Z,2022-08-23T09:31:23Z
closed,Enhancing TON Wallet,"### Summary

Enhancing TON Wallet by adding several key functionalities.

### Context

TON Wallet is the only cross-platform open source wallet on the TON blockchain, but it lacks important features such as jetton, NFT, staking, purchasing and biometric authentication. It needs much improvement to be comparable to the wallets of major blockchains such as Ethereum and Solana.

### Goals

- Adding support for jetton, NFT, staking, purchasing and biometric authentication to TON Wallet (all platforms).

### Deliverables

- Updated and working version for all platforms.

### Definition of Done

[ ] Update of official repositories and binary version.

### Reward

- 10000 TON (?)
",2022-07-29T13:33:52Z,2022-08-23T12:45:22Z
closed,Done: Article: How does the fee count?,PR for #9 ,2022-07-28T13:00:59Z,2022-10-15T13:31:36Z
open,Improving FunC - OpenZeppelin like libraries for easier common abstractions,"### Summary

In its current form, there's no argument that FunC is difficult to work with. One of the primary reasons it's difficult for new developers is that its standard library is very low level and doesn't provide enough abstractions. This can be solved by creating a set of reusable libraries in FunC that will provide developers with common contract services with simple API. Think of these as optional extensions to the standard FunC library.

This concept is not new. In the Ethereum ecosystem https://www.openzeppelin.com/ provides a very similar service. Whenever a Solidity developer needs to implement some complex pattern, such as proxy contract for supporting code upgrades, they would not try to implement this from scratch. They would simply go to OpenZepplin, download a [ready-made library](https://docs.openzeppelin.com/contracts/4.x/api/proxy) in Solidity that contains the complex implementation and embed it in their project. You can say that OpenZeppelin abstracts away the complexities of the proxy pattern by wrapping it with simpler API.

We can do the same for common tasks that are complicated in FunC.

### Context

There's a common complaint in the TON ecosystem that FunC is too complicated. I see many developers comparing it to Solidity and asking why has TON chosen such a complex language for its smart contracts. To be honest, I disagree with this claim. FunC is not much more complicated than Solidity. I believe new developers get this feeling just because the FunC ecosystem is immature and this can be heavily improved by adding a few footsteps. This one for example.

I saw a proposal in the community to dance around FunC by creating a transpiler from JavaScript or Python to FunC that will allow new developers to write their smart contracts in ""easy languages"" like JavaScript and Python instead. Will such an idea really make contract development on TON much easier? I don't think so. FunC syntax is pretty much identical to regular C, and JavaScript syntax was taken from C as well. I don't think this is where the complexity comes from.

A lot of the complexity comes from the lack of abstractions in FunC. Consider the code needed to check if an incoming internal message is a bounced message:

```
int flags = cs~load_uint(4); ;; int_msg_info$0 ihr_disabled:Bool bounce:Bool bounced:Bool
if (flags & 1) {
    ;; handle bounced message here
}
```

In most contracts this piece of code appears as is, here's an example from [Jetton official standard](https://github.com/ton-blockchain/token-contract/blob/2c13d3ef61ca4288293ad65bf0cfeaed83879b93/ft/jetton-minter.fc#L46). What is a new developer supposed to understand from looking at this code?

Now imagine that there was a FunC common library for parsing internal messages with abstracted API that looks like this:

```
int flags = parse_message_flags(cs);
if (is_bounced(flags)) {
  ;; handle bounced message here
}
```

This would be so much easier to understand, because all the non-interesting implementation details like the const values of the flags or the bit structure of the incoming message are hidden away inside the library.

Now I'm pretty experienced with FunC and when I look at code that looks like [this](https://github.com/ton-blockchain/token-contract/blob/2c13d3ef61ca4288293ad65bf0cfeaed83879b93/ft/jetton-minter.fc#L33), I can't do much except scratch my head in wonder. WTF. This is not because FunC is complicated. It's because there are bunch of abstractions missing and I'm looking at internal encoding of messages that I don't really care about as a ""regular"" developer.

Abstractions are not a new idea. When we implemented [TonWeb](https://github.com/toncenter/tonweb), we put a lot of abstractions in place to create readable API and hide message encoding details from most developers. Here's an [example](https://github.com/toncenter/tonweb/blob/80640625aad2b6ec65f34a5b0fb824df27020d33/src/contract/wallet/WalletContract.js#L172).

### Goals

* Review existing FunC contracts and look for repeating complex patterns that are candidates for abstraction.
* Divide these patterns into families - for example one family can be message encoding.
* Create a collection of FunC libraries that developers can import into their code for performing basic tasks in each family.
* The libraries will abstract away implementation details (like how the messages are actually encoded) and help developers focus on the major things such as their own logic.
* Create an environment where developers could collaborate on improving these libraries since the community will need to develop them together. This can even be a GitHub repo dedicated for the purpose on the official TON GitHub org. Since these libraries will be used in smart contracts, changes will have to be reviewed by our best FunC experts.
* Make these libraries easy to learn with proper documentation.

### Deliverables

* An initial set of FunC importable libraries for different common topics.
* Simple and easy to understand API that abstracts away the complex implementation details.
* A place where these libraries are published and maintained.
* PRs to take some of our common contracts (like Jetton, NFT) and make them rely on the libraries instead to simplify their existing code.
* Clear documentation for each library that explains every function and shows example usage.

### Definition of Done

[ ] Deliverables part is delivered

### Reward

* Standard TON Footstep NFT
* I think some grant is due since this task is delicate",2022-07-18T17:50:33Z,2022-07-20T22:32:26Z
closed,Developer Community English Content,"### Summary

Call for TON Society (https://society.ton.org/) blog posts covering wide variety of topics. 

### Context

Provide a platform for teams or independent devs to share insights or updates about their work on TON.   

### Goals

Increase visibility for teams or independent devs, increase insightful content in English, and incentivize knowledge sharing.

### Deliverables

Write the post via markdown on Secret Github Gist and share the link via email (society@ton.org) or Telegram (https://t.me/tonsociety_chat). If accepted, review committee will add it to TON Society Blog. 

### Definition of Done

Shared Secret Github Gist link via email or Telegram channel.

### Reward

TON Footstep NFT
Discretionary Toncoin reward for high developer value-add posts",2022-07-15T22:26:35Z,2022-08-14T09:14:37Z
open,Decenralized Oracles system,"### Summary

A blockchain is designed to work extremely efficiently with its own internal data but is unaware of external data such as real world exchange rates, or other data not on the blockchain. 

### Context

A blockchain cannot retrieve data from an external API, due to its internal processes. If nodes address an external API at different times, they may get different results and will never be able to reach consensus, since it is unclear which of these nodes should be trusted.

To resolve this issue, instead of the “pull” model (in which a blockchain reaches out to the real world for data) we can use the “push” model. Data suppliers write data to the blockchain for decentralized apps (dApps) to use.

Entities that save data to the blockchain are called blockchain oracles. But the problem is that all of them operate in a centralized way since they need to trust a single source of data. Overall, a system is only as decentralized as its most centralized element. Therefore, a decentralized app that uses data from a single oracle to make key decisions is in fact, highly centralized. Logically, by influencing the behavior of just one component, the oracle, you can influence the behavior of the entire app.

The idea of a decentralized oracle is an attractive solution, but there is no easy way to implement it.

Here are some solutions on how this issue could be resolved. 

### Goals

dAPP and smart-contracts

Simplest solution: multi-signature

The easiest solution is a multi-signature approach. Several users reach consensus and sign the same data. For instance, let’s say we want to receive data about the USD/EUR exchange rate and we have five oracles that need to agree on a consensus value (from outside the blockchain), sign the relevant transaction and send it to a blockchain account that will only accept it if it includes at least three signatures out of five.

But this approach has several issues:

If the oracles fail to reach consensus, the data simply won’t be sent to the blockchain
Data suppliers have no financial motivation
The oracle list is predetermined and limited.
To resolve these issues, we need to build a fully-fledged decentralized app, which operates as a marketplace for two kinds of participants:

Apps that need data

Oracles that can supply data for a reward.
Let’s formulate the main requirements for such a dApp and implement it using FUNC and the TON blockchain.

###   Requirements 

**OracleRepresenter**

A contract, which would be deployed by the service provider and would store ""calculation result"".

**Rules**

Contract can be in one of the five phases: idle, supply, showdown, calculation, rewarding

Phases can circulate or not

**OracleParticipant** would be rewarded depending on how far they from ""calculation result""

**OracleParticipant**

A contract, which can deployed by anyone who wants to participate in future calculations.

**Rules**

Would be tied to the specific **OracleRepresenter**, meaning it can participate in calculations for the specified **OracleRepresenter**

In supply phase it should provide hash of the value

In showdown phase it should provide the actual value



### Deliverables


repository with code and documentation

instructions on how to set up and test app locally


### Definition of Done

https://github.com/usdton/oracles

### Reward

10000 USDL",2022-07-14T05:22:27Z,2022-07-24T09:24:43Z
closed,Soulbound NFT's ,"### Summary

Smart contracts for Soulbound NFT's

### Context

So-called soulbound NFT’s are such NFT’s that are only owned by single person and should not be sold or transferred.
Original idea was described in this article from Vitalik Buterin http://vitalik.ca/general/2022/01/26/soulbound.html

I think TON needs this kind of NFT's to be on the cutting edge of crypto world.

FYI: this grand is funded by [Getgems](https://getgems.io ) & [ton punks](https://tonpunks.org)

### Goals

- develop SBT smart contract's and code for interacting with them

### Deliverables

- SBT collection smart contract with NFT-item smart contract
- Single SBT NFT smart contract
- tests
- docs

Technical requirements could be found here: https://telegra.ph/TON-SBT-Contract-Product--Technical-requirements-07-11

### Definition of Done

- TON NFT marketplaces & creators are able to create soulbound NFT's

### Reward

1000 TON's",2022-07-13T15:47:22Z,2022-10-15T13:33:19Z
open,Private transactions with zk-snark protocol,"### Summary

zero-knowledge proofs (zk-snark) protocol for private transactions on a workchain (private workchain).

### Context

Support private workchains for companies similar to Hyperledger, VeChain or Corda.

### Goals

- Implement zk-snark protocol.

### Deliverables

- Repository with working implementation of the zk-snark protocol on workchain.
- Documentation about how to deploy a private workchain.

### Definition of Done

[] Working private workchain example.

### Reward

- 35000 USD equivalent in TON
- 12500 USD equivalent in TON extra if the implementation is delivered in less than 2 months",2022-07-13T08:45:51Z,2023-01-08T13:24:34Z
closed,"Creation of a convenient Python framework for working with the TON network, as well as a series of guides on it","### Summary

The framework must support:
1) CRUD wallets
2) Creation of Jettons (supporter of tokens/coins based on TON)
3) Creation of NFTs
4) Sending tokens/coins/nft to addresses
5) Smart contracts for breeding NFT and NFT changes

This framework will be very convenient for all creators of projects on TON, such as Games and Services.

### Context

This framework is critically needed. Current documentation and frameworks are very far behind similar on other networks. (for example, solana py)

### Goals

Simplification and acceleration of work with the TON network when creating projects.

### Deliverables

The task is considered completed after the creation of a working version of the framework that implements all the steps indicated above.

### Definition of Done

[ ] Repository created

[ ] Text files submitted

### Reward

Standard TON Footstep NFT
Honor",2022-07-13T06:02:59Z,2022-11-12T12:04:58Z
open,Article: How to manage your contract gas,"### Summary

Teach FunC smart contract developers how to manage gas in the contracts they're writing.

### Context

TON contract gas model is very unique and quite different from the EVM model. Contract developers must design a gas strategy. If they won't do this well, the contract can run out of TON balance for rent and be removed. Messages that the contract sends might not have enough gas and be rejected. This is an advanced topic, not an introductory one.

### Goals

* Help FunC developers write better smart contracts.
* Help FunC developers avoid gas handling mistakes in their code.
* Target audience - experienced FunC developers that already know FunC basics.
* Help teams that are actively working on contracts mature faster and become production ready.

### Deliverables

A markdown article in a form of a GitHub gist or GitHub repository

### Definition of Done

* A well-written article about the general idea and motivation behind TON's gas model for smart contracts.
* Article lists pit falls where developers can make a gas mistake and render their contract un-usable.
* Article gives best practices (do's and don'ts) for handling gas in FunC. Example: How much balance should be left for paying rent (storage fees)? How are storage fees calculated and what is the storage fee per cell per year.
* Article shows all of the above in practice with multiple hands-on code examples.

### Reward

* Standard TON Footstep NFT
* 400$ in TON equivalent",2022-07-12T22:44:37Z,2023-05-15T18:57:36Z
open,Articles: TON roadmap explained for the general audience with examples of use cases,"### Summary

Describe in «human» terms for a mass audience the upcoming TON blockchain plans with use cases.

### Context

The blockchain team has ambitious plans that are difficult for the non-tech person to understand — this creates a barrier to new users and projects, especially those coming from other blockchains.

### Goals

* Provide an article about TON blockchain plan explained with examples
* Make sure a person with little or no technical knowledge of blockchain understands what TON is aiming for

### Deliverables

* An article in a form of a draft or GitHub repository
* Each article should cover one of the following topics:
-- TON Blockchain (general)
-- TON Nominators
-- TON Payments 
-- TON Proxy
-- TON Sites
-- TON Storage
-- Bitcoin & EVM Crosschain

### Definition of Done

* A well-written articles about TON's milestones
* Examples of how the new TON features will be used by the community / projects
* Comparison of improvements from the TON roadmap with plans for other popular blockchains

### Reward

* Standard TON Footstep NFT
* TBD",2022-07-08T12:05:25Z,2023-05-15T19:19:00Z
closed,VS Code extension for FunC support,"### Summary

Evolve existing VS Code [extension](github.com/ton-foundation/vscode-func) functionality.

### Context

We have existing  [extension](github.com/ton-foundation/vscode-func), but it needs to be improved to support more use-cases and modern FunC syntax.

### Goals

- involve existing VS Code extension

### Deliverables

* implement new FunC syntax functionality (includes & strings)
* includes file tree analysis 
* refactoring functions and variables
* variable type inference 
* better type suggestions
* auto-formatting
* snippets for opcodes 
* smart auto-complete 

### Definition of Done

VS Code users should be able to easily write & refactor FunC code with help of this extension.
Work should be done in two month after start.

### Reward

4000 TON's",2022-07-05T20:44:51Z,2022-08-30T17:00:30Z
closed,Added self to README,,2022-07-05T13:10:09Z,2022-08-14T09:12:35Z
closed,Updated NFT visual,,2022-07-04T20:47:56Z,2022-07-04T20:48:03Z
closed,TON Dev environment tool,"### Summary

CLI tool for fast and easy setup for TON smart-contract developers. The best analogy is the [Hardhat](https://hardhat.org/) from the Ethereum world.

### Context

At this stage there is no such tool for setting up a new smart contract project with easy deployment, testing and debugging using JS/TS, which are standard in crypto world. We have toncli which is a good product, but since its core philosophy is to use Fift & FunC for deploying scripts, testing, etc - it's not that easy for new developers to quickly jump in.

### Goals

- Come up with a tool that would help developers to jump into TON smart contracts development as fast as possible
- Lower the bar for SMC developers in TON
- Make it easy for solidity developers to start working with TON

### Deliverables

- CLI tool itself with functionality:
- TypeScript supported project template for developing contracts in [TON](https://ton.org/) with the [FunC](https://ton.org/docs/#/func/stdlib) language.
- Clear testing scenarios, easy way to deploy a smart contract with an example in the project template.
- Integration of [ton](https://github.com/tonwhales/ton) and [ton-contract-executor](https://github.com/Naltox/ton-contract-executor) libraries.
- Modern examples of developing code in [FunC](https://ton.org/docs/#/func/stdlib)
- Tool should be fully covered with docs
- Took the best from [toncli](https://github.com/disintar/toncli) and try to be better and more easy to use
- e2e communication with the developer community at the release time

### Definition of Done

Developers are able to setup an environment for developing smart contracts in TON and start experimenting in less than 1 hour.

### Reward

- 12500 USD equivalent in TON",2022-07-01T23:13:19Z,2023-03-17T15:51:36Z
closed,Closes Issue #5 with TON Footstep NFT concept,,2022-06-30T15:51:19Z,2022-06-30T15:51:56Z
closed,Update README.md,Happy to join the committee!,2022-06-29T10:56:48Z,2022-06-29T10:57:15Z
closed,Make getting Toncoin in test network easier,"### Summary

Robust solution for distributing testnet TONs to developers.

### Context

Current faucet bot is under constant attempts to drain it and CAPTCHA solution affects user experience perspective.

### Goals

* Come up with a plan for a reliable and robust testnet TON distribution
* Provide a bot, website or any other means to fund developers with test TONs

### Deliverables

* Plan for fighting misusage attempts
* Service capable of distributing TON on testnet, which is capable of working under constant malicious usage attempts

### Definition of Done

 - [ ] Developers are able to get 1 TON under less than 1 minute 

### Reward

* Standard TON Footsteps NFT
* 2500 USD equivalent in TON",2022-06-23T12:38:29Z,2023-03-31T16:55:01Z
closed,General chain stats website,"### Summary

Website with stats about the mainnet.

### Context

TON now lacks a single website / project to report blockchain stats like [Solana bench](https://solanabeach.io) or [Etherscan/charts](https://etherscan.io/charts).

### Goals

* Provide a reliable source of statistics regarding the TON Blockchain

### Deliverables

* Working and functioning service with reasonable SLAs.

### Definition of Done

[ ] Website is available online
[ ] Information on validators, transactions speed, volume etc. is displayed.

### Reward

* Standard TON Footstep NFT
* 7500 USD equivalent in TON",2022-06-23T12:32:43Z,2022-12-27T11:23:00Z
closed,TON Cookbook,"### Summary

TON might benefit from getting a cookbook with clear recipes for solving some common tasks.

### Context

Cookbooks are common in software development: these are collections of actionable and practical tips & tricks on how to execute certain concepts. This [question](https://www.quora.com/What-is-a-cookbook-in-programming-language) on Quora contains a great explanation of what cookbook is.

Regarding the blockchain there are a couple of good examples: [Ethereum](https://www.packtpub.com/product/ethereum-cookbook/9781789133998) and [Solana](https://solanacookbook.com/#contributing) ones. 

Inspiration: examples from the community

To understand which exactly FunC examples developers need was launched a feedback form in google document for everyone from the community:

https://docs.google.com/document/d/1l5865CZ2IzjD1r054rYPaPkNCBaUVVt2iEy9bWJGZqA/edit#

Everyone is welcome! If you don't see necessary things just add them to the list.


### Goals

* Deliver TON cookbook containing recipes on the questions which are frequently asked by the community

### Deliverables

* To write examples, you should decide where to write them. We provided a page in the TON Documentation for that:

https://ton.org/docs/develop/func/cookbook

### Definition of Done

 - [ ] Any junior developer without prior blockchain development experience is able to get quick onboarding to TON
 - [ ] Any junior developer is able to set up TON developer environment and submit a hello world contract

### Reward

* Standard TON Footsteps NFT
* 25 USD equivalent in TON for every high-quality func example covered from the initial list.
* Minimum of 10 examples needed to receive payment

#### How to participate?

- Please, respond to this message with a list of examples you want to cover, so I'll add you as assigned to them",2022-06-23T12:21:01Z,2023-04-13T10:38:03Z
